dataset,method,seed,ACC,NMI,ARI,n_iter
Reuters,KMeans,0,0.4933589653967144,0.3011713621714043,0.07161017863022016,29
Reuters,KMeans,1,0.4507165326808808,0.2647102533481239,-0.022914142326745515,21
Reuters,KMeans,2,0.5214959804264243,0.273780379626248,0.1419364763254011,35
Reuters,KMeans,3,0.3222649423278574,0.20702690682787814,0.03468917860039429,32
Reuters,KMeans,4,0.423628102062216,0.2622052029626882,-0.03809070274914023,16
