Epoch,Loss,ACC,NMI,PUR,ARI
201,9.788087071605716,0.7383130081300813,0.8597345357707017,0.7560975609756098,0.6646081620362676
202,8.87953607114277,0.800609756097561,0.8897207026934555,0.8150406504065041,0.7459786013762156
203,8.688882099875054,0.791869918699187,0.9079795667368955,0.8004065040650407,0.7628463762482305
204,8.585220249250261,0.8528455284552846,0.9272389803327523,0.8607723577235772,0.8132961766012005
205,8.519726396611842,0.8159552845528455,0.9322103707089324,0.8359756097560975,0.7963900119009701
206,8.478661907469167,0.8318089430894309,0.9273009419189766,0.8413617886178861,0.8013994207789958
207,8.439858448431263,0.833739837398374,0.9318753680722012,0.8404471544715447,0.8083657134507893
208,8.409024741571079,0.8494918699186992,0.9415266858833122,0.8538617886178862,0.8268072030463963
209,8.375985116556924,0.8394308943089431,0.9393415342296658,0.8479674796747968,0.8197899997886722
210,8.363890837868798,0.8884146341463415,0.954269210505,0.891869918699187,0.8708044614338646
211,8.34549699195869,0.8788617886178862,0.9392435121294562,0.8836382113821138,0.8448997738665465
212,8.332645505015726,0.883739837398374,0.9487549104519986,0.884349593495935,0.8526125797525355
213,8.316532016044029,0.8845528455284553,0.9573545792441931,0.8932926829268293,0.8761855578222684
214,8.306608063465989,0.8774390243902439,0.9493125778640695,0.885569105691057,0.858016117930291
215,8.289247550005951,0.8686991869918699,0.9565870174861614,0.8926829268292683,0.8616092343173913
216,8.289586956628083,0.8719512195121951,0.9532927828652458,0.8859756097560976,0.855435217557182
217,8.28469187898353,0.8985772357723577,0.9584017766772797,0.9038617886178861,0.8803802777703894
218,8.27042555008053,0.9093495934959349,0.9582784057315025,0.9111788617886178,0.8842471311933325
219,8.265109072012006,0.859349593495935,0.9525494389808835,0.8746951219512196,0.8514329511798928
220,8.263159700026,0.8807926829268292,0.964366544392684,0.8861788617886179,0.8772549391780302
221,8.257753403606138,0.8817073170731707,0.9505925914278096,0.883739837398374,0.8583698198798769
222,8.248171594683203,0.8895325203252032,0.9636514859574277,0.890650406504065,0.8785486955703816
223,8.244549537497255,0.8585365853658536,0.9571135943905837,0.8661585365853659,0.8522368805516006
224,8.237424793216633,0.8948170731707317,0.9620728124360783,0.8979674796747967,0.8789237589562741
225,8.23187463668077,0.8892276422764228,0.9619382066915575,0.8940040650406504,0.878295169631368
226,8.230515174218453,0.8618902439024391,0.9518891259380353,0.8803861788617886,0.8474773936576787
227,8.227031546900674,0.8774390243902439,0.9556545348579902,0.8852642276422764,0.8629971575965092
228,8.225634068121986,0.8948170731707317,0.9588401605157714,0.8988821138211383,0.8772903315677111
229,8.220105813387292,0.8744918699186992,0.9580419408148465,0.8867886178861789,0.8619083577115013
