Epoch,Loss,ACC,NMI,PUR,ARI
201,12.716611632907933,0.4702901083537225,0.2448352312038893,0.6335197483397413,0.2069252407446973
202,10.15739610249346,0.31125480601188393,0.297656308228286,0.6890947221251311,0.15371393995010282
203,8.875069387934424,0.29395316322964,0.33157734216227824,0.7060468367703601,0.165249668955962
204,8.015880862420255,0.31579867179307936,0.3234323831708699,0.67651170919259,0.15889579213014796
205,7.649196632883766,0.317721076546662,0.32480358107171986,0.6794826983572178,0.15886271912978725
206,7.44524632055651,0.2988465571478504,0.32168181977018756,0.6749388325760224,0.1499891683839533
207,7.294081276113337,0.2998951415588955,0.3219569051610625,0.6716183152743795,0.14996835304214612
208,7.193727842786095,0.2871373645578469,0.31764869485169084,0.670744494931842,0.14594344925172592
209,7.128002581948584,0.2986717930793429,0.32137592477598886,0.6728416637539322,0.14801277751197722
210,7.080018643628467,0.2925550506815799,0.3215437190390954,0.6744145403704999,0.1487724088699877
211,7.0319864289327105,0.2941279272981475,0.3187962471600603,0.6712687871373646,0.14713726351183168
212,6.992859795012257,0.29482698357217757,0.3183427023948662,0.670045438657812,0.14676838725077626
213,6.9563477079976686,0.29360363509262494,0.31885083268256076,0.670045438657812,0.14712593925835254
214,6.928458699448542,0.2941279272981475,0.31871723305057204,0.6698706745893045,0.14656457503583536
215,6.901552473279563,0.2929045788185949,0.31919997674736483,0.6702202027263194,0.14674353526951983
216,6.888693241233176,0.29238028661307236,0.31941151798932294,0.6702202027263194,0.14670499390930364
217,6.858213552019813,0.2901083537224747,0.31915539822401673,0.6702202027263194,0.14640193779522506
218,6.851711611856114,0.2895840615169521,0.3192988717627166,0.670394966794827,0.14649542731292728
219,6.847712339664048,0.29395316322964,0.31955739145774004,0.670045438657812,0.14672399914162987
220,6.838072311810472,0.2901083537224747,0.3199706013729537,0.6709192590003495,0.14692170076403907
221,6.823966922069138,0.2901083537224747,0.31875410615104605,0.6695211464522894,0.14599278747474592
222,6.810311251743273,0.2916812303390423,0.3187307986409395,0.670045438657812,0.1459496767860084
223,6.797319912774996,0.29080740999650473,0.31903311306845555,0.6702202027263194,0.14622083003192066
224,6.792122491720048,0.29098217406501226,0.31946923010417544,0.670394966794827,0.14681600044173612
225,6.785422487015074,0.2911569381335197,0.3189001601428613,0.670394966794827,0.14635839155044053
