Epoch,Loss,ACC,NMI,PUR,ARI
201,96.17197379451281,0.4375,0.43284253690180413,0.444,0.2611441973040741
202,89.24564328167195,0.5795,0.5472761879823983,0.592,0.4323470537686789
203,81.25118543378052,0.601,0.5740382932211947,0.6165,0.4141894241584594
204,76.729283472761,0.696,0.6152521331758971,0.696,0.47905857392702
205,72.87187190424149,0.7705,0.6995796585849564,0.7705,0.5987457316837032
206,70.27980475721753,0.794,0.7313336815705379,0.794,0.6319450444375783
207,67.60184312617478,0.8495,0.7811362383237804,0.8495,0.7195660760650857
208,65.56526067257055,0.8935,0.8344873858333224,0.8935,0.7874757452809672
209,63.26267944073658,0.919,0.8657713741003609,0.919,0.8385472954474594
210,61.12766563482463,0.9305,0.8782179099639001,0.9305,0.8570623443856717
211,60.316936209930596,0.939,0.8919549519286031,0.939,0.8743461684299862
212,59.53964346331962,0.945,0.8951315265746191,0.945,0.8841214600027889
213,58.998204698063475,0.9475,0.897134862192246,0.9475,0.889382339555847
214,58.426800557643084,0.9535,0.9054873627239369,0.9535,0.9010279794453111
215,57.805831152760895,0.956,0.908787087744611,0.956,0.9060069908539938
216,57.51301424367535,0.956,0.9107069711686109,0.956,0.9061754262796505
217,57.42980055137896,0.9575,0.9119798865546052,0.9575,0.9089347432286866
218,57.07162195997615,0.957,0.9104350705926704,0.957,0.9078358694587779
219,57.02229519996528,0.9545,0.9081542241806217,0.9545,0.9029358039394921
220,56.676949648152934,0.9535,0.9063670356244242,0.9535,0.9009498925002869
221,56.92355908980361,0.9535,0.9064421695272676,0.9535,0.9009981481600704
222,56.8091763431169,0.9515,0.9054978457762284,0.9515,0.8974311877130504
223,56.63899775213622,0.952,0.9027330892408655,0.952,0.8978360447789377
224,56.472283602599745,0.952,0.9051267442253439,0.952,0.8982009931416353
225,56.54198405162078,0.9525,0.9069534350224611,0.9525,0.8993137526314517
226,56.317636022744786,0.9455,0.8974020592500576,0.9455,0.8858058361244787
227,56.24638706538637,0.942,0.8940605079347792,0.942,0.8791422606455528
228,56.188704149527574,0.941,0.8935553456013696,0.941,0.8770572361662826
229,56.16273848402726,0.9375,0.8891316304941327,0.9375,0.8703372520631936
230,56.02691857634698,0.9355,0.8876724189457985,0.9355,0.8670883676271902
231,56.086502966253974,0.933,0.8849571185013302,0.933,0.8623541568601926
232,55.95648513662911,0.9325,0.8862955205354796,0.9325,0.8622671393198524
233,55.82678094530593,0.93,0.8844063918015778,0.93,0.8577368232410228
234,55.81396160563268,0.9285,0.8803351116087808,0.9285,0.8542375340256163
235,55.76050229029653,0.9255,0.879478127886057,0.9255,0.8497957897947959
236,55.60650858630543,0.929,0.8808878936210464,0.929,0.8558211216595085
237,55.62742886978463,0.928,0.8812001032089337,0.928,0.8544910381938233
