epoch,stage,train_loss,ACC,NMI,ARI
1,warmup,2.667639591755011,0.7803861788617886,0.918167256055546,0.7596204607788659
2,warmup,2.454921545126499,0.7639227642276423,0.919005111878181,0.7499713451475436
3,warmup,2.4176867436140013,0.8104674796747967,0.9273782618256055,0.7809476035616632
4,warmup,2.4025156253423448,0.8396341463414634,0.9359252637696193,0.8125933893777824
5,warmup,2.3928409050672483,0.8217479674796748,0.9328514295064665,0.7997883664039632
6,warmup,2.3843411726829333,0.8389227642276422,0.9433040489772497,0.8290706439182366
7,warmup,2.3803263016236134,0.8711382113821138,0.9529134399255147,0.8574960224328744
8,warmup,2.379939507215451,0.8256097560975609,0.9436987020983357,0.817692935931542
9,warmup,2.3787543101188464,0.8474593495934959,0.9561823819175901,0.8515034482173318
10,warmup,2.375064403582842,0.8133130081300813,0.9529524081687487,0.8189980468477969
11,warmup,2.3728203101035876,0.8366869918699187,0.9498281439669337,0.835899731840461
12,warmup,2.3706549069820304,0.8677845528455285,0.9575549604871477,0.8618312056292363
13,warmup,2.3668955319967027,0.8345528455284553,0.9525797630557179,0.8400282350145061
14,warmup,2.36671554736602,0.8709349593495935,0.9578392974914297,0.8644840593633916
15,warmup,2.366368510784247,0.8814024390243902,0.9524715660161285,0.8627136697726129
16,warmup,2.363910271571233,0.841869918699187,0.9482278096405177,0.8351837959562927
17,warmup,2.3615968777583194,0.8440040650406504,0.9544314299734749,0.845433976392075
18,warmup,2.3598411816817064,0.904369918699187,0.9579136080916052,0.8794698752153226
19,warmup,2.3571315667568107,0.8358739837398373,0.9581099672060162,0.8341148751365797
20,warmup,2.356378958775447,0.9016260162601626,0.9605616463794415,0.8843333488443822
21,universum,0.2419839253028234,0.8686991869918699,0.9597721125205505,0.8521424432103906
22,universum,0.24201747660453504,0.8262195121951219,0.9504160277155594,0.831520246499599
23,universum,0.24184321478391305,0.8583333333333333,0.9569015484269715,0.8564203331582557
24,universum,0.2419204811255137,0.8414634146341463,0.9587289338194059,0.840002967643473
25,universum,0.2416061881260994,0.8503048780487805,0.9571954736713784,0.853281577209969
26,universum,0.2418046024365303,0.8357723577235773,0.9603161402593324,0.8389498447256353
27,universum,0.24167770796861404,0.8556910569105691,0.9578062001439539,0.853838095657185
28,universum,0.24155368713232186,0.8366869918699187,0.9595773664989994,0.8496060172645642
29,universum,0.2420491446287204,0.8560975609756097,0.9538709266305486,0.8373205060197484
30,universum,0.24171433540490958,0.8666666666666667,0.9509916526552871,0.8540840479290116
31,universum,0.24169706916197753,0.8773373983739837,0.9570837931086733,0.8713542342955994
32,universum,0.24188533157874376,0.875609756097561,0.9560240963622605,0.8629631839574549
33,universum,0.2416013024556331,0.8741869918699187,0.9614575923687928,0.8706384421704564
34,universum,0.2415491052162953,0.8435975609756098,0.948037836297146,0.834115626856179
35,universum,0.24141069979239732,0.8736788617886179,0.9562859415825524,0.8653201431296575
36,universum,0.24146238618936294,0.8725609756097561,0.9562534602806687,0.8686790923934704
37,universum,0.24135695283229536,0.8766260162601626,0.9542496033354432,0.8596227102763878
38,universum,0.24126537029559797,0.8510162601626017,0.9508198191269962,0.8413531549051019
39,universum,0.2417010894188514,0.7921747967479674,0.9507873494934052,0.8055230693322905
40,universum,0.24162496435336578,0.8566056910569105,0.952885411542588,0.8485684604760574
