epoch,stage,train_loss,ACC,NMI,ARI
1,warmup,2.859017766040304,0.20761971338692764,0.1564499668238295,0.013944729340378355
2,warmup,2.786655622979869,0.2514854945823139,0.15907368473684239,-0.04216168512636082
3,warmup,2.7140159710593847,0.30076896190143304,0.2104423214400296,-0.07223858872047853
4,warmup,2.627095139544943,0.33012932541069556,0.21963429063670573,-0.03545055173487314
5,warmup,2.5599790863368823,0.33694512408248867,0.22466918447424458,-0.018966047467285703
6,warmup,2.5103024088818096,0.340789933589654,0.24205906383135425,-0.009654102742650624
7,warmup,2.482727615729622,0.3294302691366655,0.2494515058180412,-0.004386099900442832
8,warmup,2.4571494226870327,0.3636840265641384,0.26940962771830357,0.015728030009726276
9,warmup,2.4436604665673296,0.3327507864383083,0.2523774432584047,0.010493146565088821
10,warmup,2.433543790941653,0.28556448794127925,0.28569261416826514,0.04616846183369999
11,warmup,2.422205655471138,0.33100314575323314,0.28077728818475317,-0.016769974915623577
12,warmup,2.416340786477794,0.2810206221600839,0.27803124816052477,-0.004855314324487343
13,warmup,2.4079741550528486,0.3084585809157637,0.2814016343094147,0.016956936837985853
14,warmup,2.4017486572265625,0.36770360013981124,0.28581242393912587,0.005679391628835558
15,warmup,2.400485660718835,0.2904578818594897,0.31821439304149474,0.04452140617109962
16,warmup,2.3912089907604717,0.2873121286263544,0.28611519932120827,0.04044693113206088
17,warmup,2.3873973462892617,0.2771758126529186,0.307109098566699,0.0006616369287528728
18,warmup,2.385617909224137,0.3552953512757777,0.27409904126366524,-0.008337184577251635
19,warmup,2.381078523138295,0.2915064662705348,0.317125988453671,-0.00010760647730721883
20,warmup,2.3808566072712773,0.34201328206920656,0.28004080847953444,0.028956385334798395
21,universum,0.17479605778403903,0.3149248514505418,0.26316715190685047,-0.0592790352771677
22,universum,0.1747577851233275,0.37923802866130724,0.28181305746295776,0.07059273165855257
23,universum,0.17385636982710465,0.3220901782593499,0.2787995387367201,0.027330661419794542
24,universum,0.17333903131277664,0.24903879762320866,0.29147786907028644,-0.026049422260652228
25,universum,0.17329108779845032,0.3131772107654666,0.2600002502930931,0.015175830284015828
26,universum,0.17321068307627802,0.3184201328206921,0.24651567056409582,-0.060318094218068816
27,universum,0.17271406171114548,0.32243970639636493,0.25449638271917296,-0.037248651570256114
28,universum,0.1727506751599519,0.2977979727368053,0.2592236568575666,-0.056629732007382305
29,universum,0.17208794666373212,0.3164977280671094,0.24432120176486777,-0.007419001899512082
30,universum,0.172157259091087,0.34201328206920656,0.25545639757853905,0.0028402827272404917
31,universum,0.17231086220430292,0.3594896889199581,0.2582585209777037,-0.021518570265121734
32,universum,0.1717150418654732,0.3409646976581615,0.2652648816923995,-0.02494870081605909
33,universum,0.17124230447022812,0.36193638587906324,0.2480431658725097,-0.013382738620387472
34,universum,0.17127538375232532,0.2815449143656064,0.2378148477807351,-0.047606233639842864
35,universum,0.17147312086561453,0.31142957008039146,0.2799350785110692,-0.026816487099362657
36,universum,0.17059237542359726,0.3561691716183153,0.25797497208805437,-0.025127950554589558
37,universum,0.17102476889672485,0.3049632995456134,0.2554892765903675,-0.05498472084082357
38,universum,0.17049526844335638,0.3117790982174065,0.27610763372532354,0.008024169943755549
39,universum,0.17035595683947855,0.32873121286263546,0.24696266181618554,-0.03189960685456928
40,universum,0.16973805297975955,0.2638937434463474,0.21886308660022388,-0.07948083872863632
