epoch,stage,train_loss,ACC,NMI,ARI
1,warmup,2.8484542680823286,0.19031807060468367,0.16718585219516657,0.03435450414512029
2,warmup,2.7899910781694497,0.28311779098217404,0.18496751671760286,-0.032835678233365244
3,warmup,2.7261778997338335,0.32576022369800767,0.20163732437575307,-0.0088189695170493
4,warmup,2.643573760986328,0.3519748339741349,0.23678139224344932,0.026351734756407626
5,warmup,2.5740176491115405,0.4138413142257952,0.2763346120298107,0.08789855113677841
6,warmup,2.5311164233995522,0.37347081440055924,0.2714451310177795,0.06273741623018246
7,warmup,2.4944228607675303,0.3077595246417337,0.27487647974315016,0.02560551060909318
8,warmup,2.4754378484643023,0.3519748339741349,0.2675482656622279,0.059342018003733725
9,warmup,2.455168879550436,0.2873121286263544,0.2517576516056209,-0.014552512722047375
10,warmup,2.441576252812925,0.2846906675987417,0.2732434322755966,0.04059801863136847
11,warmup,2.4313260057698125,0.335372247465921,0.27416277883603973,-0.008489034144387649
12,warmup,2.421527437541796,0.3093324012583013,0.22918491300159416,-0.09554421373334841
13,warmup,2.4175652058228203,0.3512757777001049,0.24431147108652002,-0.0011260138410284204
14,warmup,2.411462866741678,0.2686123732960503,0.2996785877957082,0.03454923168427222
15,warmup,2.404101630915766,0.2950017476406851,0.2788004813589764,0.05589264392211123
16,warmup,2.4015324323073677,0.4077245718280322,0.2621200776930795,0.080519086342866
17,warmup,2.397411802540655,0.3374694162880112,0.23826713962386753,0.03373279759484533
18,warmup,2.3937474126401157,0.3255854596295002,0.22026724450753865,-0.02939607929938298
19,warmup,2.385753263597903,0.34428521495980424,0.22854902779064604,-0.04433667088154836
20,warmup,2.3840220700139585,0.3150996155190493,0.2581340175399383,-0.04323931562694321
21,universum,0.16192376160103342,0.35914016078294303,0.22879061490635955,-0.07157712042255396
22,universum,0.16176883681960727,0.2610975183502272,0.26031292989051386,0.008412343151945351
23,universum,0.16125156114930692,0.36752883607130377,0.25187820204914824,-0.008886192554142486
24,universum,0.1612397717392963,0.36927647675637887,0.24701998509483503,-0.004658202661967001
25,universum,0.1611860498138096,0.36298497029010834,0.256974762719121,-0.012282892227949453
26,universum,0.1608706596104995,0.34865431667249214,0.24371179625207784,-0.00552278111082375
27,universum,0.1608617117871409,0.2829430269136666,0.25414190030504713,-0.03482334927130097
28,universum,0.16044512844603995,0.32768262845159035,0.2135760914119593,-0.05791013076695675
29,universum,0.1598659475212512,0.3458580915763719,0.25339635337873123,-0.05028628663906181
30,universum,0.16016218454941458,0.3427123383432366,0.25475862006127264,-0.026828992567819815
31,universum,0.1600344796543536,0.37941279272981476,0.2808758212467301,0.009279293819197074
32,universum,0.15966265227483667,0.346906675987417,0.23453786265230622,0.0007379336954773783
33,universum,0.15945213450037915,0.25934987766515205,0.23042802335251084,-0.08245912788473336
34,universum,0.15935542013334192,0.3178958406151695,0.25061572738331056,-0.03946086269580892
35,universum,0.15916572316833164,0.3614120936735407,0.25111411519390403,-0.034957940223110745
36,universum,0.15899990239868994,0.3247116392869626,0.24261298818087282,-0.02660601116070759
37,universum,0.15893881346868433,0.358790632645928,0.22750006101900352,0.032080377535260315
38,universum,0.15890515757643658,0.358441104508913,0.24880598055579795,-0.03661708557937731
39,universum,0.15844315420026364,0.30566235581964346,0.24180667475289377,-0.02319612586331458
40,universum,0.15822289430576822,0.3084585809157637,0.23663100932886985,-0.04238490220915248
