epoch,stage,train_loss,ACC,NMI,ARI
1,warmup,3.2443918883800507,0.8005,0.7715116910956274,0.6877754497140085
2,warmup,2.9483762681484222,0.8925,0.8262838723755018,0.7535605990430727
3,warmup,2.8013391494750977,0.919,0.8576854795480513,0.8143440707307084
4,warmup,2.7317101061344147,0.9245,0.8723809752110209,0.8222005332428859
5,warmup,2.6936629712581635,0.814,0.868373383315798,0.773233368603517
6,warmup,2.6688069701194763,0.8235,0.8857984520443268,0.8080281923490252
7,warmup,2.652098208665848,0.8255,0.8871007202875676,0.8106555613590989
8,warmup,2.6370840966701508,0.828,0.8410158544545976,0.7490846450750371
9,warmup,2.6253612637519836,0.8295,0.8874597309717042,0.8053439494544348
10,warmup,2.613949567079544,0.8315,0.8902133131505626,0.8105625097981238
11,warmup,2.606196343898773,0.834,0.8955830029612468,0.8152925922718042
12,warmup,2.59942764043808,0.8325,0.8945417318054769,0.8097764446831225
13,warmup,2.5896995067596436,0.792,0.8628032998514241,0.7446883132692174
14,warmup,2.5852563083171844,0.8235,0.8460469754576444,0.7613887189939368
15,warmup,2.5811616480350494,0.8335,0.8934512605879267,0.8071307794595126
16,warmup,2.578451007604599,0.8,0.8466082117606292,0.7301631371234186
17,warmup,2.5731148719787598,0.835,0.8905986677078015,0.7997051996029614
18,warmup,2.5689512193202972,0.836,0.8934677547612657,0.8033738809592622
19,warmup,2.569681018590927,0.8375,0.8940368261075514,0.8055391239035421
20,warmup,2.5655601620674133,0.834,0.8933283142309553,0.8052820821485726
21,universum,0.2628141790628433,0.8345,0.8934598239859589,0.8068672719475727
22,universum,0.26189082115888596,0.833,0.8918958079379445,0.8043257051560231
23,universum,0.26073797047138214,0.8345,0.8928945715013068,0.806014569046301
24,universum,0.25977059081196785,0.8345,0.8931530792474253,0.8059345820012315
25,universum,0.2592967227101326,0.8345,0.8930815215450464,0.8064045732367583
26,universum,0.25879134610295296,0.8335,0.8928239942284885,0.8058098131100238
27,universum,0.25827374309301376,0.8335,0.8928239942284882,0.8058098131100238
28,universum,0.2584044970571995,0.834,0.8937294708258502,0.807737430504595
29,universum,0.2579965367913246,0.8335,0.8928239942284882,0.8058098131100238
30,universum,0.25759800896048546,0.8335,0.8927172976401849,0.8069343408037085
31,universum,0.25754762440919876,0.8335,0.8928239942284885,0.8058098131100238
32,universum,0.25723909214138985,0.8335,0.8925137508767759,0.8060746728161882
33,universum,0.25682855024933815,0.8335,0.8925137508767759,0.8060746728161882
34,universum,0.25677189603447914,0.836,0.8982929768830652,0.8171694364695988
35,universum,0.2565486803650856,0.836,0.8982929768830649,0.8171694364695988
36,universum,0.25625498592853546,0.836,0.8986043031584333,0.81690010323245
37,universum,0.2559653241187334,0.837,0.8985799728480206,0.8172101961612643
38,universum,0.2556837797164917,0.836,0.8978491220195811,0.8178604181077456
39,universum,0.25507780350744724,0.836,0.8982900449009669,0.8174582082455323
40,universum,0.25529417768120766,0.836,0.8975778855029187,0.8184974774755633
